228.0 418.0 0.0 50.0
92.0 418.0 0.0 50.0
76.0 292.66700000000003 0.0 50.0
37.333 92.66699999999997 0.0 50.0
56.0 43.33300000000003 0.0 50.0
84.0 23.333000000000027 0.0 50.0
1090.667 15.333000000000027 0.0 50.0
1178.667 404.66700000000003 0.0 50.0
1377.333 390.0 0.0 50.0
1422.667 343.33299999999997 0.0 50.0
1421.333 287.33299999999997 0.0 50.0
1385.333 227.333 0.0 50.0
1308.0 183.33300000000003 0.0 50.0
1224.0 176.66699999999997 0.0 50.0
1134.667 178.0 0.0 50.0

76.0 292.66700000000003 0.0 50.0
197.333 291.33299999999997 0.0 50.0

264.0 144.66699999999997 0.0 50.0
417.333 416.66700000000003 0.0 50.0
468.0 143.33300000000003 0.0 50.0

305.333 226.0 0.0 50.0
452.0 222.0 0.0 50.0

764.0 411.33299999999997 0.0 50.0
716.0 419.33299999999997 0.0 50.0
672.0 419.33299999999997 0.0 50.0
626.667 396.66700000000003 0.0 50.0
606.667 367.33299999999997 0.0 50.0
612.0 330.0 0.0 50.0
634.667 310.0 0.0 50.0
665.333 296.66700000000003 0.0 50.0
689.333 284.66700000000003 0.0 50.0
722.667 258.0 0.0 50.0
733.333 230.0 0.0 50.0
726.667 196.667 0.0 50.0
702.667 175.33300000000003 0.0 50.0
682.667 163.33300000000003 0.0 50.0
641.333 158.0 0.0 50.0
618.667 155.33300000000003 0.0 50.0
586.667 164.66699999999997 0.0 50.0
561.333 175.33300000000003 0.0 50.0

857.333 415.33299999999997 0.0 50.0
1046.667 414.0 0.0 50.0

956.0 414.0 0.0 50.0
901.333 154.0 0.0 50.0

1636.0 420.66700000000003 0.0 50.0
1549.333 30.0 0.0 50.0
1793.333 23.333000000000027 0.0 50.0

2001.333 410.0 0.0 50.0
2200.0 404.66700000000003 0.0 50.0

1908.0 20.666999999999973 0.0 50.0
2113.333 19.333000000000027 0.0 50.0

2097.333 404.66700000000003 0.0 50.0
2006.667 16.666999999999973 0.0 50.0
